Index,"Region, development group, country or area of destination",Coverage,Data type,Location code of destination,"Region, development group, country or area of origin",Location code of origin,1990_total,1995_total,2000_total,2005_total,2010_total,2015_total,2020_total,2024_total,1990_males,1995_males,2000_males,2005_males,2010_males,2015_males,2020_males,2024_males,1990_females,1995_females,2000_females,2005_females,2010_females,2015_females,2020_females,2024_females
25270,Peru,,B R,604,South Africa,710,32,37,43,51,70,100,141,195,32,37,43,51,70,100,141,195,32,37,43,51,70,100,141,195
25273,Peru,,B R,604,China,156,1369,1473,1591,1655,1715,1804,1896,1963,1369,1473,1591,1655,1715,1804,1896,1963,1369,1473,1591,1655,1715,1804,1896,1963
25274,Peru,,B R,604,Japan,392,764,963,1175,1394,1612,1844,2142,3739,764,963,1175,1394,1612,1844,2142,3739,764,963,1175,1394,1612,1844,2142,3739
25275,Peru,,B R,604,Republic of Korea,410,211,230,248,265,282,298,322,566,211,230,248,265,282,298,322,566,211,230,248,265,282,298,322,566
25277,Peru,,B R,604,India,356,4,4,31,60,86,115,152,238,4,4,31,60,86,115,152,238,4,4,31,60,86,115,152,238
25279,Peru,,B R,604,Philippines,608,46,41,36,75,112,133,156,374,46,41,36,75,112,133,156,374,46,41,36,75,112,133,156,374
25280,Peru,,B R,604,Viet Nam,704,11,11,11,10,6,13,11,2997,11,11,11,10,6,13,11,2997,11,11,11,10,6,13,11,2997
25282,Peru,,B R,604,Israel,376,279,256,228,198,158,124,97,246,279,256,228,198,158,124,97,246,279,256,228,198,158,124,97,246
25283,Peru,,B R,604,State of Palestine,275,25,32,34,46,62,97,139,180,25,32,34,46,62,97,139,180,25,32,34,46,62,97,139,180
25284,Peru,,B R,604,Türkiye,792,5,5,5,8,25,47,122,143,5,5,5,8,25,47,122,143,5,5,5,8,25,47,122,143
25287,Peru,,B R,604,Poland,616,38,51,68,84,101,119,143,251,38,51,68,84,101,119,143,251,38,51,68,84,101,119,143,251
25288,Peru,,B R,604,Romania,642,44,57,70,84,97,110,126,215,44,57,70,84,97,110,126,215,44,57,70,84,97,110,126,215
25289,Peru,,B R,604,Russian Federation,643,163,237,280,342,407,479,565,1015,163,237,280,342,407,479,565,1015,163,237,280,342,407,479,565,1015
25290,Peru,,B R,604,Ukraine*,804,20,55,93,128,160,196,238,389,20,55,93,128,160,196,238,389,20,55,93,128,160,196,238,389
25292,Peru,,B R,604,Denmark*,208,235,192,152,115,77,46,24,78,235,192,152,115,77,46,24,78,235,192,152,115,77,46,24,78
25293,Peru,,B R,604,Ireland,372,200,166,135,108,81,60,44,93,200,166,135,108,81,60,44,93,200,166,135,108,81,60,44,93
25294,Peru,,B R,604,Sweden,752,180,162,145,128,112,97,87,175,180,162,145,128,112,97,87,175,180,162,145,128,112,97,87,175
25295,Peru,,B R,604,United Kingdom*,826,256,376,493,636,683,603,534,483,256,376,493,636,683,603,534,483,256,376,493,636,683,603,534,483
25297,Peru,,B R,604,Italy,380,1133,1197,1261,1323,1554,1988,2451,2777,1133,1197,1261,1323,1554,1988,2451,2777,1133,1197,1261,1323,1554,1988,2451,2777
25298,Peru,,B R,604,Portugal,620,5,5,..,26,53,77,109,145,5,5,..,26,53,77,109,145,5,5,..,26,53,77,109,145
25299,Peru,,B R,604,Serbia*,688,84,128,127,110,95,65,23,53,84,128,127,110,95,65,23,53,84,128,127,110,95,65,23,53
25300,Peru,,B R,604,Spain*,724,1547,1718,1887,2067,2605,3528,4454,4975,1547,1718,1887,2067,2605,3528,4454,4975,1547,1718,1887,2067,2605,3528,4454,4975
25302,Peru,,B R,604,Austria,40,125,114,101,88,73,58,47,113,125,114,101,88,73,58,47,113,125,114,101,88,73,58,47,113
25303,Peru,,B R,604,Belgium,56,381,346,312,280,249,220,202,390,381,346,312,280,249,220,202,390,381,346,312,280,249,220,202,390
25304,Peru,,B R,604,France*,250,442,586,715,876,939,896,853,819,442,586,715,876,939,896,853,819,442,586,715,876,939,896,853,819
25305,Peru,,B R,604,Germany,276,801,937,1062,1213,1213,1079,951,840,801,937,1062,1213,1213,1079,951,840,801,937,1062,1213,1213,1079,951,840
25306,Peru,,B R,604,Netherlands*,528,430,383,338,296,257,220,194,357,430,383,338,296,257,220,194,357,430,383,338,296,257,220,194,357
25307,Peru,,B R,604,Switzerland,756,238,264,293,316,312,281,253,232,238,264,293,316,312,281,253,232,238,264,293,316,312,281,253,232
25310,Peru,,B R,604,Cuba,192,5,225,346,539,763,839,2508,3329,5,225,346,539,763,839,2508,3329,5,225,346,539,763,839,2508,3329
25311,Peru,,B R,604,Dominican Republic,214,5,5,6,7,141,404,799,1091,5,5,6,7,141,404,799,1091,5,5,6,7,141,404,799,1091
25312,Peru,,B R,604,Haiti,332,12,18,23,27,35,69,109,130,12,18,23,27,35,69,109,130,12,18,23,27,35,69,109,130
25313,Peru,,B R,604,Puerto Rico*,630,7,7,7,42,86,135,189,264,7,7,7,42,86,135,189,264,7,7,7,42,86,135,189,264
25314,Peru,,B R,604,Saint Kitts and Nevis,659,11,11,11,12,41,180,349,318,11,11,11,12,41,180,349,318,11,11,11,12,41,180,349,318
25316,Peru,,B R,604,Costa Rica,188,8,29,80,134,183,237,305,487,8,29,80,134,183,237,305,487,8,29,80,134,183,237,305,487
25317,Peru,,B R,604,El Salvador,222,6,6,6,17,76,162,268,353,6,6,6,17,76,162,268,353,6,6,6,17,76,162,268,353
25318,Peru,,B R,604,Guatemala,320,7,7,18,58,91,124,159,232,7,7,18,58,91,124,159,232,7,7,18,58,91,124,159,232
25319,Peru,,B R,604,Honduras,340,6,4,37,76,112,151,204,321,6,4,37,76,112,151,204,321,6,4,37,76,112,151,204,321
25320,Peru,,B R,604,Mexico,484,339,445,539,654,874,1270,1706,1992,339,445,539,654,874,1270,1706,1992,339,445,539,654,874,1270,1706,1992
25321,Peru,,B R,604,Nicaragua,558,9,23,49,76,98,120,150,223,9,23,49,76,98,120,150,223,9,23,49,76,98,120,150,223
25322,Peru,,B R,604,Panama,591,158,158,157,158,181,223,280,452,158,158,157,158,181,223,280,452,158,158,157,158,181,223,280,452
25324,Peru,,B R,604,Argentina,32,92,877,2629,4379,5940,7602,9531,15040,92,877,2629,4379,5940,7602,9531,15040,92,877,2629,4379,5940,7602,9531,15040
25325,Peru,,B R,604,Bolivia (Plurinational State of),68,7,7,8,1542,3720,5995,8712,12357,7,7,8,1542,3720,5995,8712,12357,7,7,8,1542,3720,5995,8712,12357
25326,Peru,,B R,604,Brazil,76,498,1029,1606,2178,2710,3275,3958,6504,498,1029,1606,2178,2710,3275,3958,6504,498,1029,1606,2178,2710,3275,3958,6504
25327,Peru,,B R,604,Chile,152,2748,2987,3158,3363,4184,5949,7806,8962,2748,2987,3158,3363,4184,5949,7806,8962,2748,2987,3158,3363,4184,5949,7806,8962
25328,Peru,,B R,604,Colombia,170,6,6,11,1715,3948,6286,9723,13604,6,6,11,1715,3948,6286,9723,13604,6,6,11,1715,3948,6286,9723,13604
25329,Peru,,B R,604,Ecuador,218,898,1229,1514,1871,2475,3460,4620,5405,898,1229,1514,1871,2475,3460,4620,5405,898,1229,1514,1871,2475,3460,4620,5405
25330,Peru,,B R,604,Paraguay,600,6,6,7,149,355,591,879,1239,6,6,7,149,355,591,879,1239,6,6,7,149,355,591,879,1239
25331,Peru,,B R,604,Uruguay,858,173,192,209,229,278,363,460,527,173,192,209,229,278,363,460,527,173,192,209,229,278,363,460,527
25332,Peru,,B R,604,Venezuela (Bolivarian Republic of),862,580,824,1062,1347,3193,12394,552799,868579,580,824,1062,1347,3193,12394,552799,868579,580,824,1062,1347,3193,12394,552799,868579
25334,Peru,,B R,604,Canada,124,788,714,643,576,510,450,410,796,788,714,643,576,510,450,410,796,788,714,643,576,510,450,410,796
25335,Peru,,B R,604,United States of America*,840,2456,2940,3369,3893,4355,4700,5055,5327,2456,2940,3369,3893,4355,4700,5055,5327,2456,2940,3369,3893,4355,4700,5055,5327
25338,Peru,,B R,604,Australia*,36,326,300,274,248,221,195,178,369,326,300,274,248,221,195,178,369,326,300,274,248,221,195,178,369
25356,Suriname,,C R,740,China,156,946,1164,1438,1746,2058,2232,2453,2663,946,1164,1438,1746,2058,2232,2453,2663,946,1164,1438,1746,2058,2232,2453,2663
25359,Suriname,,C R,740,Netherlands*,528,604,743,918,1115,1314,1425,1566,1700,604,743,918,1115,1314,1425,1566,1700,604,743,918,1115,1314,1425,1566,1700
25362,Suriname,,C R,740,Brazil,76,967,1190,1469,1785,2103,2280,2505,2720,967,1190,1469,1785,2103,2280,2505,2720,967,1190,1469,1785,2103,2280,2505,2720
25363,Suriname,,C R,740,Guyana,328,2354,2897,3578,4347,5121,5554,6105,6629,2354,2897,3578,4347,5121,5554,6105,6629,2354,2897,3578,4347,5121,5554,6105,6629
25381,Uruguay,,B R,858,Poland,616,2200,1373,737,682,637,658,765,986,2200,1373,737,682,637,658,765,986,2200,1373,737,682,637,658,765,986
25382,Uruguay,,B R,858,Romania,642,391,375,360,333,311,321,372,480,391,375,360,333,311,321,372,480,391,375,360,333,311,321,372,480
25384,Uruguay,,B R,858,United Kingdom*,826,272,283,295,273,255,263,306,395,272,283,295,273,255,263,306,395,272,283,295,273,255,263,306,395
25386,Uruguay,,B R,858,Italy,380,9729,7873,6053,3682,3233,3340,3890,5016,9729,7873,6053,3682,3233,3340,3890,5016,9729,7873,6053,3682,3233,3340,3890,5016
25387,Uruguay,,B R,858,Portugal,620,864,512,304,281,262,270,314,405,864,512,304,281,262,270,314,405,864,512,304,281,262,270,314,405
25388,Uruguay,,B R,858,Spain*,724,17867,15689,13170,10219,8594,8879,10344,13337,17867,15689,13170,10219,8594,8879,10344,13337,17867,15689,13170,10219,8594,8879,10344,13337
25390,Uruguay,,B R,858,France*,250,453,437,423,255,238,245,285,367,453,437,423,255,238,245,285,367,453,437,423,255,238,245,285,367
25391,Uruguay,,B R,858,Germany,276,1341,1204,845,782,731,755,878,1132,1341,1204,845,782,731,755,878,1132,1341,1204,845,782,731,755,878,1132
25394,Uruguay,,B R,858,Mexico,484,360,346,333,308,288,297,345,445,360,346,333,308,288,297,345,445,360,346,333,308,288,297,345,445
25396,Uruguay,,B R,858,Argentina,32,8901,10678,12102,14501,15076,15576,18166,23423,8901,10678,12102,14501,15076,15576,18166,23423,8901,10678,12102,14501,15076,15576,18166,23423
25397,Uruguay,,B R,858,Brazil,76,3189,4704,6823,7662,7166,7404,8625,11121,3189,4704,6823,7662,7166,7404,8625,11121,3189,4704,6823,7662,7166,7404,8625,11121
25398,Uruguay,,B R,858,Chile,152,602,674,756,699,653,674,784,1010,602,674,756,699,653,674,784,1010,602,674,756,699,653,674,784,1010
25399,Uruguay,,B R,858,Paraguay,600,210,406,785,726,679,701,816,1052,210,406,785,726,679,701,816,1052,210,406,785,726,679,701,816,1052
25400,Uruguay,,B R,858,Peru,604,276,95,33,30,28,28,31,40,276,95,33,30,28,28,31,40,276,95,33,30,28,28,31,40
25401,Uruguay,,B R,858,Venezuela (Bolivarian Republic of),862,365,350,337,311,290,299,7397,19692,365,350,337,311,290,299,7397,19692,365,350,337,311,290,299,7397,19692
25403,Uruguay,,B R,858,Canada,124,247,242,238,219,204,210,244,315,247,242,238,219,204,210,244,315,247,242,238,219,204,210,244,315
25404,Uruguay,,B R,858,United States of America*,840,676,474,333,307,287,296,343,442,676,474,333,307,287,296,343,442,676,474,333,307,287,296,343,442
25432,Venezuela (Bolivarian Republic of),,B R,862,Eritrea,232,12,11,11,11,12,13,11,10,12,11,11,11,12,13,11,10,12,11,11,11,12,13,11,10
25433,Venezuela (Bolivarian Republic of),,B R,862,Ethiopia,231,10,10,10,10,11,12,10,10,10,10,10,10,11,12,10,10,10,10,10,10,11,12,10,10
25434,Venezuela (Bolivarian Republic of),,B R,862,Mozambique,508,24,23,23,24,26,28,26,25,24,23,23,24,26,28,26,25,24,23,23,24,26,28,26,25
25435,Venezuela (Bolivarian Republic of),,B R,862,Zimbabwe,716,6,6,6,6,7,7,5,5,6,6,6,6,7,7,5,5,6,6,6,6,7,7,5,5
25437,Venezuela (Bolivarian Republic of),,B R,862,Angola,24,78,76,75,78,83,89,84,80,78,76,75,78,83,89,84,80,78,76,75,78,83,89,84,80
25439,Venezuela (Bolivarian Republic of),,B R,862,Algeria,12,44,43,43,45,47,50,47,45,44,43,43,45,47,50,47,45,44,43,43,45,47,50,47,45
25440,Venezuela (Bolivarian Republic of),,B R,862,Egypt,818,218,167,127,106,90,85,80,76,218,167,127,106,90,85,80,76,218,167,127,106,90,85,80,76
25441,Venezuela (Bolivarian Republic of),,B R,862,Libya,434,47,39,33,40,49,52,49,47,47,39,33,40,49,52,49,47,47,39,33,40,49,52,49,47
25442,Venezuela (Bolivarian Republic of),,B R,862,Morocco,504,724,615,519,490,468,474,453,432,724,615,519,490,468,474,453,432,724,615,519,490,468,474,453,432
25443,Venezuela (Bolivarian Republic of),,B R,862,Tunisia,788,7,7,7,7,8,8,6,5,7,7,7,7,8,8,6,5,7,7,7,7,8,8,6,5
25445,Venezuela (Bolivarian Republic of),,B R,862,South Africa,710,36,32,29,31,35,36,33,31,36,32,29,31,35,36,33,31,36,32,29,31,35,36,33,31
25447,Venezuela (Bolivarian Republic of),,B R,862,Ghana,288,5,5,5,5,6,6,4,4,5,5,5,5,6,6,4,4,5,5,5,5,6,6,4,4
25448,Venezuela (Bolivarian Republic of),,B R,862,Nigeria,566,20,19,19,19,22,24,22,21,20,19,19,19,22,24,22,21,20,19,19,19,22,24,22,21
25449,Venezuela (Bolivarian Republic of),,B R,862,Senegal,686,7,7,7,7,8,8,6,5,7,7,7,7,8,8,6,5,7,7,7,7,8,8,6,5
25452,Venezuela (Bolivarian Republic of),,B R,862,China,156,2690,3494,4505,4884,5344,5841,5593,5336,2690,3494,4505,4884,5344,5841,5593,5336,2690,3494,4505,4884,5344,5841,5593,5336
25453,Venezuela (Bolivarian Republic of),,B R,862,"China, Hong Kong SAR",344,211,208,204,214,226,241,230,219,211,208,204,214,226,241,230,219,211,208,204,214,226,241,230,219
25454,Venezuela (Bolivarian Republic of),,B R,862,Dem. People's Republic of Korea,408,21,20,20,20,22,24,22,21,21,20,20,20,22,24,22,21,21,20,20,20,22,24,22,21
25455,Venezuela (Bolivarian Republic of),,B R,862,Japan,392,311,242,188,168,151,147,139,133,311,242,188,168,151,147,139,133,311,242,188,168,151,147,139,133
25456,Venezuela (Bolivarian Republic of),,B R,862,Republic of Korea,410,103,101,99,103,110,117,111,106,103,101,99,103,110,117,111,106,103,101,99,103,110,117,111,106
25458,Venezuela (Bolivarian Republic of),,B R,862,India,356,107,105,103,108,115,122,116,111,107,105,103,108,115,122,116,111,107,105,103,108,115,122,116,111
25459,Venezuela (Bolivarian Republic of),,B R,862,Iran (Islamic Republic of),364,79,55,38,37,37,34,31,30,79,55,38,37,37,34,31,30,79,55,38,37,37,34,31,30
25460,Venezuela (Bolivarian Republic of),,B R,862,Pakistan,586,2,2,2,2,2,2,..,..,2,2,2,2,2,2,..,..,2,2,2,2,2,2,..,..
25462,Venezuela (Bolivarian Republic of),,B R,862,Indonesia,360,30,29,29,30,32,35,32,31,30,29,29,30,32,35,32,31,30,29,29,30,32,35,32,31
25463,Venezuela (Bolivarian Republic of),,B R,862,Malaysia,458,15,14,14,14,16,17,15,14,15,14,14,14,16,17,15,14,15,14,14,14,16,17,15,14
25464,Venezuela (Bolivarian Republic of),,B R,862,Philippines,608,83,81,80,83,89,95,90,86,83,81,80,83,89,95,90,86,83,81,80,83,89,95,90,86
25465,Venezuela (Bolivarian Republic of),,B R,862,Singapore,702,8,8,8,8,9,10,8,7,8,8,8,8,9,10,8,7,8,8,8,8,9,10,8,7
25466,Venezuela (Bolivarian Republic of),,B R,862,Thailand,764,29,28,28,29,31,34,31,30,29,28,28,29,31,34,31,30,29,28,28,29,31,34,31,30
25467,Venezuela (Bolivarian Republic of),,B R,862,Viet Nam,704,6,6,6,6,7,7,5,5,6,6,6,6,7,7,5,5,6,6,6,6,7,7,5,5
25469,Venezuela (Bolivarian Republic of),,B R,862,Armenia,51,14,13,13,13,15,16,14,13,14,13,13,13,15,16,14,13,14,13,13,13,15,16,14,13
25470,Venezuela (Bolivarian Republic of),,B R,862,Cyprus,196,7,7,7,7,8,8,6,6,7,7,7,7,8,8,6,6,7,7,7,7,8,8,6,6
25471,Venezuela (Bolivarian Republic of),,B R,862,Georgia,268,8,8,8,8,9,10,8,7,8,8,8,8,9,10,8,7,8,8,8,8,9,10,8,7
25472,Venezuela (Bolivarian Republic of),,B R,862,Iraq,368,21,20,20,20,22,24,22,21,21,20,20,20,22,24,22,21,21,20,20,20,22,24,22,21
25473,Venezuela (Bolivarian Republic of),,B R,862,Israel,376,421,319,241,217,197,192,182,174,421,319,241,217,197,192,182,174,421,319,241,217,197,192,182,174
25474,Venezuela (Bolivarian Republic of),,B R,862,Jordan,400,190,137,99,91,85,81,76,73,190,137,99,91,85,81,76,73,190,137,99,91,85,81,76,73
25475,Venezuela (Bolivarian Republic of),,B R,862,Kuwait,414,26,25,25,26,28,30,28,27,26,25,25,26,28,30,28,27,26,25,25,26,28,30,28,27
25476,Venezuela (Bolivarian Republic of),,B R,862,Lebanon,422,2932,2871,2790,2770,2776,2920,2795,2666,2932,2871,2790,2770,2776,2920,2795,2666,2932,2871,2790,2770,2776,2920,2795,2666
25477,Venezuela (Bolivarian Republic of),,B R,862,Saudi Arabia,682,277,331,394,426,466,506,483,461,277,331,394,426,466,506,483,461,277,331,394,426,466,506,483,461
25478,Venezuela (Bolivarian Republic of),,B R,862,State of Palestine,275,150,148,145,152,161,171,162,155,150,148,145,152,161,171,162,155,150,148,145,152,161,171,162,155
25479,Venezuela (Bolivarian Republic of),,B R,862,Syrian Arab Republic,760,5382,5315,5208,5468,5793,6152,5891,5620,5382,5315,5208,5468,5793,6152,5891,5620,5382,5315,5208,5468,5793,6152,5891,5620
25480,Venezuela (Bolivarian Republic of),,B R,862,Türkiye,792,47,46,46,48,50,54,51,49,47,46,46,48,50,54,51,49,47,46,46,48,50,54,51,49
25483,Venezuela (Bolivarian Republic of),,B R,862,Bulgaria,100,46,45,45,47,49,53,50,48,46,45,45,47,49,53,50,48,46,45,45,47,49,53,50,48
25484,Venezuela (Bolivarian Republic of),,B R,862,Czechia,203,166,163,160,167,178,189,179,171,166,163,160,167,178,189,179,171,166,163,160,167,178,189,179,171
25485,Venezuela (Bolivarian Republic of),,B R,862,Hungary,348,450,444,435,456,484,514,491,469,450,444,435,456,484,514,491,469,450,444,435,456,484,514,491,469
25486,Venezuela (Bolivarian Republic of),,B R,862,Poland,616,450,444,436,457,485,515,492,470,450,444,436,457,485,515,492,470,450,444,436,457,485,515,492,470
25487,Venezuela (Bolivarian Republic of),,B R,862,Romania,642,420,415,407,427,452,480,459,438,420,415,407,427,452,480,459,438,420,415,407,427,452,480,459,438
25488,Venezuela (Bolivarian Republic of),,B R,862,Russian Federation,643,340,335,329,345,365,388,370,353,340,335,329,345,365,388,370,353,340,335,329,345,365,388,370,353
25489,Venezuela (Bolivarian Republic of),,B R,862,Slovakia,703,14,13,13,13,15,16,14,13,14,13,13,13,15,16,14,13,14,13,13,13,15,16,14,13
25490,Venezuela (Bolivarian Republic of),,B R,862,Ukraine*,804,110,108,107,112,118,126,119,114,110,108,107,112,118,126,119,114,110,108,107,112,118,126,119,114
25492,Venezuela (Bolivarian Republic of),,B R,862,Denmark*,208,46,45,45,47,49,53,50,48,46,45,45,47,49,53,50,48,46,45,45,47,49,53,50,48
25493,Venezuela (Bolivarian Republic of),,B R,862,Estonia,233,32,31,31,32,35,37,34,33,32,31,31,32,35,37,34,33,32,31,31,32,35,37,34,33
25494,Venezuela (Bolivarian Republic of),,B R,862,Finland*,246,37,36,36,37,39,42,39,37,37,36,36,37,39,42,39,37,37,36,36,37,39,42,39,37
25495,Venezuela (Bolivarian Republic of),,B R,862,Ireland,372,23,22,22,23,25,26,24,23,23,22,22,23,25,26,24,23,23,22,22,23,25,26,24,23
25496,Venezuela (Bolivarian Republic of),,B R,862,Latvia,428,63,62,61,64,67,72,67,64,63,62,61,64,67,72,67,64,63,62,61,64,67,72,67,64
25497,Venezuela (Bolivarian Republic of),,B R,862,Lithuania,440,69,68,67,70,74,79,74,71,69,68,67,70,74,79,74,71,69,68,67,70,74,79,74,71
25498,Venezuela (Bolivarian Republic of),,B R,862,Norway*,578,37,36,36,37,39,42,39,37,37,36,36,37,39,42,39,37,37,36,36,37,39,42,39,37
25499,Venezuela (Bolivarian Republic of),,B R,862,Sweden,752,112,83,62,58,56,55,52,50,112,83,62,58,56,55,52,50,112,83,62,58,56,55,52,50
25500,Venezuela (Bolivarian Republic of),,B R,862,United Kingdom*,826,892,810,730,771,823,864,827,789,892,810,730,771,823,864,827,789,892,810,730,771,823,864,827,789
25502,Venezuela (Bolivarian Republic of),,B R,862,Albania,8,8,8,8,8,9,10,8,8,8,8,8,8,9,10,8,8,8,8,8,8,9,10,8,8
25503,Venezuela (Bolivarian Republic of),,B R,862,Bosnia and Herzegovina,70,9,9,9,9,10,11,9,9,9,9,9,9,10,11,9,9,9,9,9,9,10,11,9,9
25504,Venezuela (Bolivarian Republic of),,B R,862,Croatia,191,154,152,149,156,165,176,167,159,154,152,149,156,165,176,167,159,154,152,149,156,165,176,167,159
25505,Venezuela (Bolivarian Republic of),,B R,862,Greece,300,394,333,280,270,262,267,254,242,394,333,280,270,262,267,254,242,394,333,280,270,262,267,254,242
25506,Venezuela (Bolivarian Republic of),,B R,862,Italy,380,23955,21722,19539,18905,18458,19097,18288,17447,23955,21722,19539,18905,18458,19097,18288,17447,23955,21722,19539,18905,18458,19097,18288,17447
25507,Venezuela (Bolivarian Republic of),,B R,862,Montenegro,499,124,122,120,125,133,141,133,127,124,122,120,125,133,141,133,127,124,122,120,125,133,141,133,127
25508,Venezuela (Bolivarian Republic of),,B R,862,Portugal,620,29714,26108,22754,22381,22215,22919,21950,20940,29714,26108,22754,22381,22215,22919,21950,20940,29714,26108,22754,22381,22215,22919,21950,20940
25509,Venezuela (Bolivarian Republic of),,B R,862,Serbia*,688,374,369,364,382,404,430,411,392,374,369,364,382,404,430,411,392,374,369,364,382,404,430,411,392
25510,Venezuela (Bolivarian Republic of),,B R,862,Slovenia,705,41,40,40,41,44,47,44,42,41,40,40,41,44,47,44,42,41,40,40,41,44,47,44,42
25511,Venezuela (Bolivarian Republic of),,B R,862,Spain*,724,50038,43017,36680,35081,33878,34603,33139,31615,50038,43017,36680,35081,33878,34603,33139,31615,50038,43017,36680,35081,33878,34603,33139,31615
25513,Venezuela (Bolivarian Republic of),,B R,862,Austria,40,509,451,398,398,403,418,399,380,509,451,398,398,403,418,399,380,509,451,398,398,403,418,399,380
25514,Venezuela (Bolivarian Republic of),,B R,862,Belgium,56,239,209,183,181,181,185,176,168,239,209,183,181,181,185,176,168,239,209,183,181,181,185,176,168
25515,Venezuela (Bolivarian Republic of),,B R,862,France*,250,2274,1986,1722,1750,1796,1861,1781,1699,2274,1986,1722,1750,1796,1861,1781,1699,2274,1986,1722,1750,1796,1861,1781,1699
25516,Venezuela (Bolivarian Republic of),,B R,862,Germany,276,2276,2039,1813,1847,1900,1979,1894,1807,2276,2039,1813,1847,1900,1979,1894,1807,2276,2039,1813,1847,1900,1979,1894,1807
25517,Venezuela (Bolivarian Republic of),,B R,862,Netherlands*,528,264,246,228,246,269,283,270,258,264,246,228,246,269,283,270,258,264,246,228,246,269,283,270,258
25518,Venezuela (Bolivarian Republic of),,B R,862,Switzerland,756,333,285,242,245,251,259,247,236,333,285,242,245,251,259,247,236,333,285,242,245,251,259,247,236
25521,Venezuela (Bolivarian Republic of),,B R,862,Aruba*,533,251,247,242,254,270,286,273,260,251,247,242,254,270,286,273,260,251,247,242,254,270,286,273,260
25522,Venezuela (Bolivarian Republic of),,B R,862,Barbados,52,125,73,43,21,11,2,..,..,125,73,43,21,11,2,..,..,125,73,43,21,11,2,..,..
25523,Venezuela (Bolivarian Republic of),,B R,862,"Bonaire, Sint Eustatius and Saba*",535,23,23,23,24,25,27,25,24,23,23,23,24,25,27,25,24,23,23,23,24,25,27,25,24
25524,Venezuela (Bolivarian Republic of),,B R,862,Cuba,192,5685,5137,4737,5026,5379,5695,5453,5202,5685,5137,4737,5026,5379,5695,5453,5202,5685,5137,4737,5026,5379,5695,5453,5202
25525,Venezuela (Bolivarian Republic of),,B R,862,Curaçao*,531,335,330,324,340,360,382,366,349,335,330,324,340,360,382,366,349,335,330,324,340,360,382,366,349
25526,Venezuela (Bolivarian Republic of),,B R,862,Dominica,212,114,18,3,1,1,..,..,..,114,18,3,1,1,..,..,..,114,18,3,1,1,..,..,..
25527,Venezuela (Bolivarian Republic of),,B R,862,Dominican Republic,214,11369,9967,8668,8766,8946,9273,8880,8472,11369,9967,8668,8766,8946,9273,8880,8472,11369,9967,8668,8766,8946,9273,8880,8472
25528,Venezuela (Bolivarian Republic of),,B R,862,Grenada,308,295,222,167,139,118,110,104,99,295,222,167,139,118,110,104,99,295,222,167,139,118,110,104,99
25529,Venezuela (Bolivarian Republic of),,B R,862,Haiti,332,878,789,726,754,790,831,794,757,878,789,726,754,790,831,794,757,878,789,726,754,790,831,794,757
25530,Venezuela (Bolivarian Republic of),,B R,862,Jamaica,388,126,92,67,61,56,54,51,49,126,92,67,61,56,54,51,49,126,92,67,61,56,54,51,49
25531,Venezuela (Bolivarian Republic of),,B R,862,Martinique*,474,25,24,24,25,27,29,27,26,25,24,24,25,27,29,27,26,25,24,24,25,27,29,27,26
25532,Venezuela (Bolivarian Republic of),,B R,862,Puerto Rico*,630,494,374,281,255,234,228,217,207,494,374,281,255,234,228,217,207,494,374,281,255,234,228,217,207
25533,Venezuela (Bolivarian Republic of),,B R,862,Saint Lucia,662,32,21,14,7,4,2,..,..,32,21,14,7,4,2,..,..,32,21,14,7,4,2,..,..
25534,Venezuela (Bolivarian Republic of),,B R,862,Saint Vincent and the Grenadines,670,42,41,41,43,45,48,45,43,42,41,41,43,45,48,45,43,42,41,41,43,45,48,45,43
25535,Venezuela (Bolivarian Republic of),,B R,862,Sint Maarten (Dutch part)*,534,119,118,115,121,128,136,129,123,119,118,115,121,128,136,129,123,119,118,115,121,128,136,129,123
25536,Venezuela (Bolivarian Republic of),,B R,862,Trinidad and Tobago,780,1901,1670,1456,1444,1446,1494,1428,1362,1901,1670,1456,1444,1446,1494,1428,1362,1901,1670,1456,1444,1446,1494,1428,1362
25538,Venezuela (Bolivarian Republic of),,B R,862,Belize,84,8,8,8,8,9,10,8,8,8,8,8,8,9,10,8,8,8,8,8,8,9,10,8,8
25539,Venezuela (Bolivarian Republic of),,B R,862,Costa Rica,188,946,813,694,660,635,647,619,590,946,813,694,660,635,647,619,590,946,813,694,660,635,647,619,590
25540,Venezuela (Bolivarian Republic of),,B R,862,El Salvador,222,572,540,506,524,548,576,550,525,572,540,506,524,548,576,550,525,572,540,506,524,548,576,550,525
25541,Venezuela (Bolivarian Republic of),,B R,862,Guatemala,320,311,265,225,224,225,231,220,210,311,265,225,224,225,231,220,210,311,265,225,224,225,231,220,210
25542,Venezuela (Bolivarian Republic of),,B R,862,Honduras,340,244,216,191,175,162,164,155,148,244,216,191,175,162,164,155,148,244,216,191,175,162,164,155,148
25543,Venezuela (Bolivarian Republic of),,B R,862,Mexico,484,1602,1634,1654,1814,2007,2150,2058,1963,1602,1634,1654,1814,2007,2150,2058,1963,1602,1634,1654,1814,2007,2150,2058,1963
25544,Venezuela (Bolivarian Republic of),,B R,862,Nicaragua,558,1372,1199,1067,1071,1085,1130,1081,1031,1372,1199,1067,1071,1085,1130,1081,1031,1372,1199,1067,1071,1085,1130,1081,1031
